Talking Clock(PowerKey Sensor),19 October 2016,Comostudio, 2.0.9  ,Rated for 3+,Lifestyle,Install,4.3,319, 10000 ,
Alarm clock for Marshmallow,25 December 2016,SimpleUXApps,  Varies with d,Rated for 3+,Tools,Install,4.4,2870, 100000 ,
Alarm Free - Alarm Clock,20 October 2016,Sunguy, 1.0.3  ,Rated for 3+,Tools,Install,4.2,37, 10000 ,
Elemental Wars Online,10 February 2016,Starwind Games, 2.0.1  ,Rated for 12+,Strategy,Install,3.4,591, 10000 ,
Artillery Online,20 April 2016,Imperia Online LTD., 1.1.6  ,Rated for 3+,Strategy,Install,4.3,1869, 50000 ,
Male Fashion Style Suit New,4 October 2016,Noor Media Apps, 1.3  ,Rated for 3+,Photography,Install,3.9,60, 10000 ,
Women Skirt Fashion Suit,3 October 2016,Noor Media Apps, 1.1  ,Rated for 3+,Photography,Install,3.9,222, 50000 ,
Chat Stickers New,21 June 2016,Noor Media Apps, 2.1  ,Rated for 3+,Communication,Install,3.9,772, 100000 ,
Locket Photo Frames New,3 October 2016,Noor Media Apps, 1.3  ,Rated for 3+,Photography,Install,4.6,57, 10000 ,
Women Fashion Suit,3 October 2016,Noor Media Apps, 1.2  ,Rated for 3+,Photography,Install,4.0,319, 50000 ,
Women Saree Photo Maker New,28 September 2016,Noor Media Apps, 1.3  ,Rated for 3+,Photography,Install,4.2,48, 10000 ,
Taj Mahal Live Wallpaper,30 December 2014,Noor Media Apps, 1.0  ,Rated for 3+,Personalisation,Install,4.1,68, 5000 ,
Women Jacket Fashion Suit New,4 October 2016,Noor Media Apps, 1.1  ,Rated for 3+,Photography,Install,4.2,82, 10000 ,
Video to MP3 Converter,18 September 2016,dragonlab, 2.0  ,Rated for 3+,Tools,Install,3.3,77, 10000 ,
Download Accelerator Plus,4 January 2017,rubycell,  Varies with d,Rated for 3+,Tools,Install,4.2,28545, 1000000 ,Top Developer
Chocolate Fit! - Free Puzzle,14 December 2016,Utagoe Inc., 1.1  ,Rated for 3+,Puzzle,Install,5.0,3, 100 ,
Video Downloader for Facebook,27 June 2016,The N Apps Studio, 1.0.2  ,Rated for 3+,Tools,Install,4.3,122, 10000 ,
Myanmar All Sim Card Register,31 December 2016,Myanmar Android Apps!, 2.2  ,Rated for 3+,Tools,Install,4.4,208, 10000 ,
App Usage Tracker,29 March 2015,Vaibhav Agrawal, 6.2  ,Rated for 3+,Tools,Install,4.0,914, 50000 ,
Focustrack.in: Usage Tracker,18 February 2016,focustrack.in, 1.1-stock  ,Rated for 3+,Productivity,Install,4.6,25, 500 ,
Tracker SA,27 February 2015,Tracker Connect, 2.32.130  ,Rated for 3+,Productivity,Install,3.5,598, 50000 ,
Frequency: App Usage Tracking,8 March 2015,Upfront Applications, 1.4  ,Rated for 3+,Tools,Install,3.8,2298, 50000 ,
Alarmclock Mum,6 August 2015,TACOTY JP adc, 1.0.7  ,Rated for 3+,Tools,Install,3.6,691, 100000 ,
Compass Flashlight,11 January 2016,Sunguy, 2.3.6  ,Rated for 3+,Tools,Install,4.0,23, 1000 ,
ABC Alphabet English Education,21 July 2015,Sunguy, 1.0.8  ,Rated for 3+,Education,Install,4.2,9, 100 ,
VG: Vulkan Beta,16 December 2016,Super Evil Megacorp, 2.0.1  ,Rated for 12+,Strategy,Install,3.1,547, 5000 ,Top Developer
Bunny Bash Free,9 September 2014,Starwind Games,  Varies with d,Rated for 3+,Puzzle,Install,4.1,389, 10000 ,
Bellyfly Free,30 April 2014,Starwind Games,  Varies with d,Rated for 3+,Arcade,Install,3.8,11, 1000 ,
Halloween Puzzle Free,29 October 2013,Starwind Games, 1.0.0  ,Rated for 3+,Puzzle,Install,4.3,16, 1000 ,
Night Moon Photo Frame New,5 October 2016,Munwar Apps, 1.1  ,Rated for 3+,Photography,Install,4.4,22, 10000 ,
Miss U Photo Frame New,8 March 2016,INfinite Technology, 2.1  ,Rated for 3+,Photography,Install,4.3,71, 10000 ,
Garden photo frames new,27 November 2016,MVLTR Apps, 1.03  ,Rated for 3+,Photography,Install,3.9,1309, 100000 ,
Modi Jacket Photo Frame Maker,4 August 2016,AppMaker Inc, 1.1  ,Rated for 3+,Photography,Install,3.9,242, 100000 ,
Mix Photo Frames,3 August 2016,AppMaker Inc, 1.1  ,Rated for 3+,Photography,Install,3.8,443, 100000 ,
Bridal Suite Photo Editor,19 October 2016,New Apps 2016, 1.0.4  ,Rated for 3+,Photography,Install,3.8,3612, 1000000 ,
Download Manager - File&Video,5 January 2017,JK-Apps, 1.7  ,Rated for 3+,Tools,Install,3.9,7714, 1000000 ,
Bunny Jump WoW !!!,13 January 2016,rubycell, 2.6.2  ,Rated for 3+,Adventure,Install,4.2,367, 10000 ,Top Developer
Colorgrid,31 March 2016,rubycell,  Varies with d,Rated for 3+,Puzzle,Install,3.8,1887, 100000 ,Top Developer
Coloring Kids,12 December 2016,rubycell, 20161212  ,Rated for 3+,Entertainment,Install,3.8,2579, 100000 ,Top Developer
Network Traffic Monitor,18 March 2016,James Whitfield, 1.3.3  ,Rated for 3+,Productivity,Install,4.1,54, 5000 ,
Cell Phone Location Tracker,30 December 2016,AppTrends, 1.0.17  ,Rated for 3+,Tools,Install,3.9,9961, 1000000 ,
DiskDigger photo recovery,19 December 2016,Defiant Technologies  LLC, 1.0-2016-12-19,Rated for 3+,Tools,Install,4.0,81173, 10000000 ,
FunSing - Karaoke Studio Pro,2 February 2015,rubycell, 20150202  ,Rated for 3+,Music & Audio,Install,3.7,4176, 100000 ,Top Developer
Frequency Generator (Sound),13 March 2016,17Choices, 1.4  ,Rated for 3+,Tools,Install,4.1,1829, 100000 ,
Radio Frequency Lookup,3 March 2015,Cold Coast Development, 1.1  ,Rated for 3+,Tools,Install,3.2,11, 1000 ,
Frequency Sound Generator,29 August 2016,Fine Chromatic Tuner, 2.07  ,Rated for 3+,Tools,Install,4.3,2705, 500000 ,
Gems Frontier,13 December 2016,Caramel Tech Studios, 0.53  ,Rated for 3+,Role Playing,Install,4.9,36, 100 ,
Photo Collage Frames,22 October 2016,Global Studio Apps, 1.6  ,Rated for 3+,Photography,Install,3.8,4198, 500000 ,
Photo Blender: Mix Photos,1 November 2016,Momentic Apps, 1.5  ,Rated for 3+,Photography,Install,4.1,2008, 100000 ,
Miss You Photo Frame,3 August 2016,AppMaker Inc, 1.1  ,Rated for 3+,Photography,Install,4.1,56, 10000 ,
Rose Photo Frame Maker,7 August 2016,AppMaker Inc, 1.0  ,Rated for 3+,Photography,Install,3.9,42, 10000 ,
Children Sherwani Photo Frame,28 August 2016,AppMaker Inc, 1.0  ,Rated for 3+,Photography,Install,4.1,12, 5000 ,
Men Suit Photo Frame,3 August 2016,AppMaker Inc, 1.1  ,Rated for 3+,Photography,Install,4.3,45, 10000 ,
Magical Glitter Photo Editor,16 June 2016,AppMaker Inc, 1.1  ,Rated for 3+,Photography,Install,3.6,178, 10000 ,
Laptop Photo Frames,28 August 2016,AppMaker Inc, 1.0  ,Rated for 3+,Photography,Install,4.0,56, 10000 ,
Women Saree Photo Frames,10 August 2016,AppMaker Inc, 1.0  ,Rated for 3+,Photography,Install,3.7,21, 10000 ,
Sherwani Suit Photo Frames,9 October 2016,AppMaker Inc, 1.0  ,Rated for 3+,Photography,Install,4.0,6, 5000 ,
Anarkali Yellow Salwar Suit,1 August 2016,AppMaker Inc, 1.0  ,Rated for 3+,Photography,Install,4.6,35, 10000 ,
Stylish Clothes Photo Frame,4 August 2016,AppMaker Inc, 1.1  ,Rated for 3+,Photography,Install,4.2,32, 10000 ,
Anarkali Black Salwar Suit,1 August 2016,AppMaker Inc, 1.0  ,Rated for 3+,Photography,Install,4.1,62, 10000 ,
Birds Photo Frames,4 August 2016,AppMaker Inc, 1.1  ,Rated for 3+,Photography,Install,4.2,211, 50000 ,
Dove Photo Frame,4 August 2016,AppMaker Inc, 1.1  ,Rated for 3+,Photography,Install,3.9,199, 100000 ,
Paint Lightning- Draw n Sound!,21 March 2012,DPs World, 1.1  ,Rated for 3+,Entertainment,Install,3.9,1031, 100000 ,
Paint and Draw,1 April 2016,WaaWee, 0.1.7  ,Rated for 3+,Entertainment,Install,3.4,542, 50000 ,
Magic drawing,5 October 2016,Cosmic Mobile, 1.1.3.26  ,Rated for 12+,Entertainment,Install,4.0,16882, 1000000 ,
Spray Painter,18 August 2016,Netox, 1.9.2  ,Rated for 3+,Entertainment,Install,3.9,23540, 1000000 ,
Dog Repellent,13 May 2016,WTC Group, 1.2  ,Rated for 3+,Tools,Install,3.5,1031, 50000 ,
Ultrasonic generator,22 May 2015,Hornsoft, 0.01  ,Rated for 3+,Tools,Install,3.7,80, 5000 ,
Random number generator,13 October 2016,UX Apps, 1.2.3  ,Rated for 3+,Tools,Install,4.6,1364, 100000 ,
Dog Whistle. Train your dog,2 October 2015,Zodinplex, 1.06  ,Rated for 3+,Tools,Install,3.2,3188, 500000 ,
Sherwani Suit Photo Frame,4 January 2016,Powerfull Apps, 1.0  ,Rated for 3+,Photography,Install,3.7,6, 1000 ,
Girls Photo Suit Editor,29 April 2016,Girls App Studio, 1.0.0  ,Rated for 3+,Photography,Install,3.6,984, 100000 ,
Winter Suit Photo Frames,18 November 2015,FUTURE APP, 1.0  ,Rated for 3+,Photography,Install,4.3,3, 500 ,
Sherwani Suit Man Montage,10 December 2015,I Love My Montage Frames, 1.0  ,Rated for 3+,Photography,Install,4.1,77, 10000 ,
Sherwani Suit Photo Maker,24 November 2016,Free Photo Montage And Photo Effects, 1.3  ,Rated for 3+,Photography,Install,4.1,349, 100000 ,
Police Dress Photo Frame,3 August 2016,AppMaker Inc, 1.1  ,Rated for 3+,Photography,Install,3.8,14, 1000 ,
Photo Blender Mix Up,23 December 2016,MATERIAL TOOLS, 1.4  ,Rated for 3+,Photography,Install,3.8,441, 100000 ,
Insta Mirror: Mirror Photo,1 November 2016,Momentic Apps, 1.7  ,Rated for 3+,Photography,Install,4.0,43862, 1000000 ,
Laptop Photo Frame,27 August 2016,Appwallet Technologies, 1.1  ,Rated for 3+,Photography,Install,3.7,14, 5000 ,
Glitter Frames & Photo Editor,4 September 2015,Cocos Studio, 1.1  ,Rated for 3+,Photography,Install,4.0,854, 100000 ,
Photo Blender,22 November 2016,Isara Inc, 1.0.8  ,Rated for 3+,Photography,Install,3.9,4510, 500000 ,
Insta Blur: Quick Square,1 November 2016,Momentic Apps, 1.5  ,Rated for 3+,Photography,Install,3.9,392, 100000 ,
MediBang Paint - drawing,8 December 2016,MediBang Inc., 10.2  ,Rated for 3+,Entertainment,Install,4.4,65832, 5000000 ,
Snow Scamps,19 December 2011,Netox, 1.0  ,Rated for 3+,Casual,Install,3.9,54, 10000 ,
Real graffiti,28 December 2016,Ibrahim Hage, 1.10  ,Rated for 3+,Entertainment,Install,3.5,672, 50000 ,
That Graffiti App,14 June 2016,Psionic Games, 2.2  ,Rated for 3+,Entertainment,Install,4.0,4390, 100000 ,
Live Graffiti,1 September 2016,Live Typing, 1.2.4  ,Rated for 3+,Entertainment,Install,3.9,28387, 1000000 ,
Burned Calories Counter,5 November 2014,Netox, 1.1  ,Rated for 3+,Health & Fitness,Install,3.6,42, 10000 ,
Lullabies Relax & Sleep Baby,12 July 2016,Zodinplex, 1.11  ,Rated for 3+,Health & Fitness,Install,4.4,22452, 1000000 ,
Sea Sounds Ocean Nature Sounds,19 May 2015,Zodinplex, 1.02  ,Rated for 3+,Music & Audio,Install,4.4,2961, 100000 ,
Soothing sleep sounds,2 August 2015,Zodinplex, 1.02  ,Rated for 3+,Medical,Install,4.4,5692, 100000 ,
Baby Sleep Lullaby Music Box,3 January 2016,Zodinplex, 1.01  ,Rated for 3+,Music & Audio,Install,4.5,6515, 500000 ,
Change Dress And Clothe Color,30 September 2016,Csmartworld, 1.1  ,Rated for 3+,Photography,Install,3.5,5266, 500000 ,
Photo Dress Up,3 October 2016,Dexati, 1.1  ,Rated for 3+,Photography,Install,3.6,972, 100000 ,
Indian Dress Photo Suit,26 July 2016,King AppZone, 1.0.1  ,Rated for 3+,Photography,Install,3.8,130, 50000 ,
Thunderstorm Sounds Nature,24 June 2016,Zodinplex, 1.04  ,Rated for 3+,Health & Fitness,Install,4.3,1748, 100000 ,
Moustache Sticker Photo Editor,5 May 2016,Girls App Studio, 1.0.0  ,Rated for 3+,Photography,Install,1.0,1, 500 ,
Indian Dress Photo Editor,8 September 2015,Photo Editor Pro, 1.0  ,Rated for 3+,Photography,Install,3.8,82, 10000 ,
Sounds for Baby Sleep Music,29 December 2015,Zodinplex, 1.5  ,Rated for 3+,Medical,Install,4.4,9433, 1000000 ,
Women Traditional Dress Photo,16 July 2015,zizahapps, 1.0  ,Rated for 3+,Photography,Install,3.8,589, 100000 ,
Fairy Dress Photo Editor,26 June 2016,Photo Montage, 1.5  ,Rated for 3+,Photography,Install,3.8,933, 100000 ,
Best Of,19 March 2016,Isara Inc, 1.0.6  ,Rated for 3+,Photography,Install,4.6,9, 500 ,
Girl Wedding Dress,22 August 2016,Appwallet Technologies, 1.1  ,Rated for 3+,Photography,Install,3.7,92, 10000 ,
Color Splash Effect,25 January 2016,Isara Inc, 1.0.3  ,Rated for 3+,Photography,Install,3.9,15, 1000 ,
Miss U Frames,28 November 2016,Appwallet Technologies, 1.0  ,Rated for 3+,Photography,Install,3.9,67, 10000 ,
Tattoo My Photo Editor 2.0,14 October 2016,MATERIAL TOOLS, 1.1  ,Rated for 12+,Photography,Install,3.6,18, 1000 ,
Laser Flashlight,28 April 2016,MATERIAL TOOLS, 1.0  ,Rated for 3+,Tools,Install,2.6,10, 1000 ,
Age Calculator,26 January 2016,MATERIAL TOOLS, 1.0  ,Rated for 3+,Tools,Install,4.4,67, 1000 ,
Nature Sounds Relax (offline),24 June 2016,ADS SOFT, 1.1  ,Rated for 3+,Health & Fitness,Install,4.3,83, 5000 ,
Rain Rain Sleep Sounds,25 December 2016,Tim Gostony,,Rated for 3+,Health & Fitness,Install,4.3,1387, 100000 ,
Rain sounds,15 December 2016,GamePetizer, 1.5.0  ,Rated for 3+,Health & Fitness,Install,3.3,3, 500 ,
Girls Tshirt Photo Suit,4 July 2016,King AppZone, 1.0  ,Rated for 3+,Photography,Install,3.3,56, 10000 ,
Photo Art Studio,1 August 2016,King AppZone, 1.0.1  ,Rated for 3+,Photography,Install,3.9,29, 5000 ,
Wedding Photo Suit,15 November 2016,King AppZone, 1.1  ,Rated for 3+,Photography,Install,3.3,50, 10000 ,
Multi Window Launcher,15 November 2016,King AppZone, 1.1  ,Rated for 3+,Tools,Install,3.8,118, 10000 ,
Couple Photo Suit,28 October 2016,King AppZone, 1.1  ,Rated for 3+,Photography,Install,3.5,360, 100000 ,
Relax & Sleep Well Hypnosis,12 July 2016,Diviniti Publishing Ltd, 8.12  ,Rated for 3+,Health & Fitness,Install,4.1,2682, 100000 ,
Doctor Photo Montage,26 June 2016,Photo Montage, 1.5  ,Rated for 3+,Photography,Install,4.3,134, 10000 ,
Photo On Birthday Cake,13 December 2016,King AppZone, 1.1  ,Rated for 3+,Photography,Install,4.1,214, 50000 ,
Automatic Flash On Call & SMS,29 June 2016,King AppZone, 1.0  ,Rated for 3+,Lifestyle,Install,4.1,339, 100000 ,
Beard & Mustache Photo Montage,26 June 2016,Photo Montage, 1.5  ,Rated for 3+,Photography,Install,3.4,119, 50000 ,
Family Age Calculator,30 August 2016,Smart App Array, 2.0.4  ,Rated for 3+,Tools,Install,4.2,529, 50000 ,
Women Dress Photo Editor,7 November 2016,Photo Montage Pic Frames, 1.1  ,Rated for 3+,Photography,Install,3.7,300, 50000 ,
Woman hair style photo montage,17 October 2016,Insa Softtech, 1.0.5  ,Rated for 3+,Photography,Install,3.2,5557, 1000000 ,
Women Fashion Photo Montage,27 June 2016,Photo Montage, 1.5  ,Rated for 3+,Photography,Install,3.8,338, 50000 ,
Tattoo On My Photo,23 July 2015,Bapu Ki Apps, 1.1  ,Rated for 3+,Photography,Install,3.8,226, 50000 ,
Bean Fart,23 February 2016,GamePetizer, 1.0.0  ,Rated for 3+,Casual,Install,5.0,1, 100 ,
Dice Girl,5 December 2016,GamePetizer, 1.0.0  ,Rated for 3+,Board,Install,5.0,1, 1 ,
Tattoos My Photo,5 April 2016,Lastest-Apps, 2.0  ,Rated for 12+,Photography,Install,2.7,52, 10000 ,
Tattoo On My Photo,23 November 2016,Lucky Apps Solutions, 1.0.2  ,Rated for 3+,Photography,Install,3.6,74, 10000 ,
Nature Sounds,23 October 2016,GamePetizer, 2.6.0  ,Rated for 3+,Health & Fitness,Install,4.4,9, 1000 ,
Ultimate Hypnosis by G.H.,12 April 2016,Diviniti Publishing Ltd, 1.8  ,Rated for 3+,Lifestyle,Install,4.1,120, 10000 ,
Nature Sounds,21 November 2016,Avryx, 5.52  ,Rated for 3+,Health & Fitness,Install,4.4,3123, 100000 ,
Forest Sounds - Nature & Sleep,12 August 2016,Relaxio,  Varies with d,Rated for 3+,Health & Fitness,Install,4.6,4120, 100000 ,
Lose Weight Fast Hypnosis Free,3 January 2017,Surf City Apps, 2.8  ,Rated for 3+,Health & Fitness,Install,3.9,469, 50000 ,
Solfeggio Sleep Meditation,6 April 2016,Diviniti Publishing Ltd, 1.6  ,Rated for 3+,Health & Fitness,Install,4.4,510, 50000 ,
Rain Sounds-Relax Sleep Calm,14 October 2016,Fitness Sounds, 4.0  ,Rated for 3+,Health & Fitness,Install,4.0,26, 500 ,
Rain Sounds - Sleep & Relaxing,26 September 2016,Miniclues Entertainment, 1.4  ,Rated for 3+,Lifestyle,Install,4.2,59, 5000 ,
Bottle Glass Photo Frames,12 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,3.9,308, 50000 ,
taj mahal photo frames,12 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,4.2,83, 10000 ,
Bubble Photo Frames,15 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,4.3,114, 10000 ,
Coffee Mug Photo Frames,12 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Personalisation,Install,4.1,319, 50000 ,
Bikini Suit Photo Montage,16 October 2016,Insa Softtech, 1.0.2  ,Rated for 18+,Photography,Install,3.9,1812, 100000 ,
Sports Super Car Photo Frames,15 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,4.1,457, 100000 ,
Kid Boy Fashion Photo Montage,16 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,4.0,380, 50000 ,
Helicopter Photo Frames,15 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,4.2,206, 10000 ,
Kid Girl Fashion Photo Montage,16 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,3.9,997, 100000 ,
Airplane Photo Frames montage,12 October 2016,Insa Softtech, 1.0.3  ,Rated for 3+,Photography,Install,4.0,1053, 100000 ,
Subway Train Runner 3D,5 September 2015,Insa Softtech, 1.0.0  ,Rated for 3+,Arcade,Install,3.8,1772, 100000 ,
Watch SmartWatch Photo Frames,12 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,4.3,263, 50000 ,
T shirt design photo frames,12 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,3.9,482, 100000 ,
Love Locket Photo Frames,15 October 2016,Insa Softtech, 1.0.2  ,Rated for 16+,Photography,Install,4.1,496, 100000 ,
Advertise Hoarding Photo Frame,15 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,4.1,1122, 100000 ,
Waterfall Photo Frames montage,12 October 2016,Insa Softtech, 1.0.2  ,Rated for 3+,Photography,Install,4.0,668, 100000 ,
Solfeggio Harmonics,11 November 2016,Symphonic Garden LLC, 1.911  ,Rated for 3+,Health & Fitness,Install,4.3,14, 1000 ,
Easy Sleep  Meditation,2 September 2016,Double Cats Studio, 1.2  ,Rated for 3+,Health & Fitness,Install,4.2,5, 1000 ,
Brain Waves - Binaural Beats,16 July 2016,MynioTech Apps, 3.3  ,Rated for 3+,Health & Fitness,Install,4.5,3392, 100000 ,
Relax and Sleep,13 January 2014,DSKWRK, 4.4  ,Rated for 3+,Lifestyle,Install,4.3,38050, 1000000 ,
Relaxing Nature Sounds,28 June 2016,Fitness Sounds, 2.0  ,Rated for 3+,Health & Fitness,Install,4.3,7, 100 ,
River Sounds-Relax Sleep Calm,14 October 2016,Fitness Sounds, 4.0  ,Rated for 3+,Health & Fitness,Install,4.3,12, 500 ,
Relaxing Sounds-Relax Calm,14 October 2016,Fitness Sounds, 4.0  ,Rated for 3+,Health & Fitness,Install,4.0,6, 100 ,
Water Sounds-Relax Sleep Calm,14 October 2016,Fitness Sounds, 4.0  ,Rated for 3+,Health & Fitness,Install,4.3,14, 100 ,
Relaxing Whale Sounds,28 June 2016,Fitness Sounds, 2.0  ,Rated for 3+,Health & Fitness,Install,3.8,33, 1000 ,
Seaside Sound-Relax Sleep Calm,14 October 2016,Fitness Sounds, 4.0  ,Rated for 3+,Health & Fitness,Install,4.1,13, 500 ,
Christmas Sound-Relax Sleep,14 October 2016,Fitness Sounds, 4.0  ,Rated for 3+,Health & Fitness,Install,3.8,10, 500 ,
Nature Sounds-Relax Sleep Calm,14 October 2016,Fitness Sounds, 4.0  ,Rated for 3+,Health & Fitness,Install,4.2,5, 100 ,
VFinder for SmartWatch,12 November 2013,drocap2, 0.0.9  ,Rated for 3+,Photography,Install,3.8,790, 100000 ,
Photo Frames Infinite,4 July 2016,Fotographers, 1.2  ,Rated for 3+,Photography,Install,4.2,938, 50000 ,
Grid Frames,31 December 2016,NAVEENKUMAR, 1.3.2  ,Rated for 3+,Photography,Install,3.7,2839, 500000 ,
T-Shirt Photo Frames,29 December 2016,istoreapps, 1.0  ,Rated for 12+,Photography,Install,4.0,3086, 500000 ,
Metro Surfers,8 May 2016,Subway Studios, 2.0  ,Rated for 3+,Arcade,Install,3.5,852, 100000 ,
Lovely Books Photo Frames,23 September 2016,XEN Studios, 1.01  ,Rated for 3+,Photography,Install,4.0,2270, 500000 ,
Photo Frames,2 November 2016,Awesome Apps Free, 1.5  ,Rated for 3+,Photography,Install,3.9,540, 100000 ,
3D Subway Rail Skaters Rush,26 March 2016,Busy Game Inc., 1.3  ,Rated for 3+,Arcade,Install,3.9,3582, 500000 ,
3D Rollercoaster Rush NewYork,18 June 2015,Digital Chocolate  Inc., 1.6.10  ,Rated for 3+,Arcade,Install,4.1,119811, 5000000 ,
Webby Webcam Widget,20 May 2010,DSKWRK, 1.21  ,Rated for 3+,Video Players & Editors,Install,3.4,155, 50000 ,
Push4Free,6 January 2014,DSKWRK, 1.0  ,Rated for 3+,Communication,Install,3.2,12, 500 ,
DebKit,26 May 2014,DSKWRK, 1.0.1  ,Rated for 3+,Tools,Install,3.9,60, 5000 ,
White Noise ~ Sleep Well,25 October 2016,mikdroid, 1.3.3  ,Rated for 3+,Lifestyle,Install,4.4,2674, 100000 ,
hkeymap,30 May 2014,DSKWRK, 1.0.0  ,Rated for 3+,Tools,Install,2.3,3, 100 ,
NLRadio,26 February 2016,DSKWRK, 4.2.0  ,Rated for 3+,Music & Audio,Install,4.0,1485, 100000 ,
Sleepy Sounds (Baby + Adults),24 October 2016,OwenTech, 6.1.1  ,Rated for 3+,Lifestyle,Install,4.2,9076, 1000000 ,Top Developer
Bomb That Task,28 May 2014,DSKWRK, 2.0.0  ,Rated for 3+,Tools,Install,4.2,274, 10000 ,
White Noise Pro,31 October 2016,coolsharp, 4.2.3  ,Rated for 3+,Lifestyle,Install,4.7,14384, 500000 ,
White Noise,28 December 2016,Global Inc, 2.1  ,Rated for 3+,Health & Fitness,Install,4.2,19, 500 ,
Lullabies Sounds-Relax Calm,14 October 2016,Fitness Sounds, 4.0  ,Rated for 3+,Health & Fitness,Install,4.1,7, 100 ,
Meditation Relax Sleep & Yoga,4 January 2017,JIMdev, 0.0.4  ,Rated for 3+,Health & Fitness,Install,4.4,74, 5000 ,
drocap2 for root users,19 June 2013,drocap2, 2.18  ,Rated for 3+,Tools,Install,3.4,1037, 100000 ,
Wristn for SmartWatch,12 November 2013,drocap2, 0.9.2  ,Rated for 3+,Productivity,Install,3.9,540, 10000 ,
Happy Birthday Photo Frames,29 September 2016,istoreapps, 1.0  ,Rated for 3+,Photography,Install,4.0,255, 50000 ,
Lovely Flower Photo Frames,2 October 2016,istoreapps, 1.0  ,Rated for 12+,Photography,Install,4.2,154, 10000 ,
Sounds for Relax Sleep Study,4 December 2015,CDCM Tecnologia da Informação, v6  ,Rated for 3+,Health & Fitness,Install,4.1,51, 5000 ,
Happy New Year Screen Lock,24 December 2014,istoreapps, 1.0  ,Rated for 3+,Tools,Install,4.3,93, 5000 ,
happy valentine's day frames,28 June 2015,istoreapps, 1.0  ,Rated for 12+,Photography,Install,4.1,82, 10000 ,
Background photo Frames,25 June 2015,istoreapps, 1.0  ,Rated for 12+,Photography,Install,3.8,320, 50000 ,
Tower Bloxx NewYork,18 March 2013,Digital Chocolate  Inc.,  Varies with d,Unrated,Arcade,Install,3.2,1002, 50000 ,
Jungle Photos Frames,22 January 2016,istoreapps, 1.0  ,Rated for 12+,Photography,Install,4.1,27, 5000 ,
Lovely Photo Frames 2016,5 September 2016,XEN Studios, 1.03  ,Rated for 3+,Photography,Install,4.1,1572, 100000 ,
Birthday Photo Frames 2016,28 October 2016,XEN Studios, 1.0  ,Rated for 3+,Photography,Install,4.2,1187, 100000 ,
Tower Bloxx: My City,2 May 2013,Digital Chocolate  Inc., 1.0.32  ,Unrated,Puzzle,Install,2.4,180, 50000 ,
Nutty Fluffies Rollercoaster,1 July 2013,Ubisoft Entertainment, 1.0.5  ,Rated for 3+,Arcade,Install,3.9,131342, 5000000 ,Top Developer
Roller Coaster Fun,23 February 2016,SportGameStudio, 1.0  ,Rated for 3+,Arcade,Install,2.9,970, 100000 ,
Wedding Frames Photo Editor,2 November 2016,Awesome Apps Free, 1.3  ,Rated for 3+,Photography,Install,3.9,241, 50000 ,
Star Photo Frame Editor,3 November 2016,Awesome Apps Free, 1.2  ,Rated for 3+,Photography,Install,4.3,104, 10000 ,
Multi Messenger for WhatsWeb,9 September 2016,Tiki Developer,,Rated for 3+,Communication,Install,3.9,2523, 100000 ,
Radio Netherlands,12 May 2016,Radios Color, 2.4  ,Rated for 12+,Music & Audio,Install,4.4,70, 1000 ,
100% NL,28 September 2016,Radiocorp B.V., 3.0.5  ,Rated for 3+,Music & Audio,Install,3.7,485, 100000 ,
Valentines Day Photo Cards,15 November 2016,Thalia Photo Art Studio, 1.3  ,Rated for 3+,Photography,Install,4.2,190, 50000 ,
Valentine's Day Photo Frames,27 August 2016,Style Apps, 1.5.4  ,Rated for 3+,Photography,Install,4.0,3086, 100000 ,
Valentine Frame,28 December 2014,Onwan, 1.0  ,Rated for 3+,Photography,Install,4.0,1231, 100000 ,
Valentine day photo frame 2017,30 July 2016,Dreams Mobiapps, 1.8  ,Rated for 3+,Photography,Install,4.2,258, 10000 ,
Photo Background Changer,7 December 2016,ccloud apps, 2.3  ,Rated for 3+,Photography,Install,3.7,9684, 1000000 ,
Valentines Day Frames New,27 December 2016,Gigo Multimedia, 1.2  ,Rated for 3+,Photography,Install,4.4,14, 1000 ,
Valentine Day Photo Frame,6 August 2016,Sigma App Solution, 1.0  ,Rated for 3+,Photography,Install,5.0,1, 100 ,
Valentine Cards Greetings,31 August 2016,Cicmilic Soft, 2.0  ,Rated for 3+,Photography,Install,4.1,40, 10000 ,
Face Detection screen lock,24 November 2015,AI_APPS_STUDIO, 1.0  ,Rated for 3+,Tools,Install,3.4,406, 100000 ,
Valentine's Day Photo Frames,12 September 2016,dev4wife, 1.0.7  ,Rated for 3+,Photography,Install,4.1,1096, 100000 ,
